Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Wolves,Norwich,3-0, Molineux Stadium,http://www.premierleague.com/match/46874,2019/20,"Diogo Jota,Diogo Jota,Raúl Jiménez","19,30,50",,,"Matt Doherty,Romain Saïss","19,30",,,12,10,4,1,11,6,1,0,378,588,39.8,60.2,19,6,0.0,0.0,32,16,592,779,2,3,0.0,0.0,Chris Kavanagh,1582466400000,31046,3-5-2,4-2-3-1,Conor Coady,Grant Hanley,"Rui Patrício,Willy Boly,Romain Saïss,Conor Coady,Matt Doherty,João Moutinho,Rúben Neves,Leander Dendoncker,Jonny,Diogo Jota,Raúl Jiménez","John Ruddy,Rúben Vinagre,Maximilian Kilman,Daniel Podence,Morgan Gibbs-White,Adama Traoré,Pedro Neto","Diogo Jota,Raúl Jiménez,Jonny","64,72,80","Pedro Neto,Adama Traoré,Rúben Vinagre","64,72,80","Conor Coady,Raúl Jiménez",,"Tim Krul,Jamal Lewis,Grant Hanley,Max Aarons,Ben Godfrey,Todd Cantwell,Alexander Tettey,Ondrej Duda,Lukas Rupp,Kenny McLean,Teemu Pukki","Ralf Fährmann,Marco Stiepermann,Mario Vrancic,Tom Trybull,Emiliano Buendía,Josip Drmic,Adam Idah","Lukas Rupp,Ondrej Duda,Todd Cantwell","59,59,84","Emiliano Buendía,Josip Drmic,Marco Stiepermann","59,59,84","Max Aarons,Ben Godfrey,Emiliano Buendía",
Arsenal,Everton,3-2, Emirates Stadium,http://www.premierleague.com/match/46865,2019/20,"Eddie Nketiah,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang","27,33,46","Dominic Calvert-Lewin,Richarlison","1,45","Bukayo Saka,David Luiz,Nicolas Pépé","27,33,46",Yerry Mina,45,16,8,6,3,12,12,2,2,491,455,51.3,48.7,9,17,0.0,0.0,13,21,666,632,0,4,0.0,0.0,Stuart Attwell,1582475400000,60296,4-2-3-1,4-4-2,Pierre-Emerick Aubameyang,Leighton Baines,"Bernd Leno,David Luiz,Héctor Bellerín,Sead Kolasinac,Shkodran Mustafi,Dani Ceballos,Pierre-Emerick Aubameyang,Nicolas Pépé,Mesut Özil,Granit Xhaka,Eddie Nketiah","Emiliano Martínez,Sokratis,Matteo Guendouzi,Lucas Torreira,Reiss Nelson,Bukayo Saka,Alexandre Lacazette","Sead Kolasinac,Dani Ceballos,Mesut Özil","18,76,82","Bukayo Saka,Lucas Torreira,Matteo Guendouzi","18,76,82",,,"Jordan Pickford,Mason Holgate,Djibril Sidibé,Leighton Baines,Yerry Mina,Gylfi Sigurdsson,Alex Iwobi,Morgan Schneiderlin,Fabian Delph,Richarlison,Dominic Calvert-Lewin","Maarten Stekelenburg,Séamus Coleman,Michael Keane,André Gomes,Tom Davies,Bernard,Moise Kean","Morgan Schneiderlin,Alex Iwobi,Fabian Delph","59,60,82","André Gomes,Bernard,Moise Kean","59,60,82","Gylfi Sigurdsson,Morgan Schneiderlin,Richarlison,André Gomes",
Chelsea,Spurs,2-1, Stamford Bridge,http://www.premierleague.com/match/46867,2019/20,"Olivier Giroud,Marcos Alonso","15,48",Antonio Rüdiger (og),89,Ross Barkley,48,,,13,15,3,5,14,14,1,0,551,572,49.1,50.9,17,5,0.0,0.0,26,24,772,794,1,2,0.0,0.0,Michael Oliver,1582374600000,40608,3-4-2-1,5-4-1,César Azpilicueta,Hugo Lloris,"Willy Caballero,Andreas Christensen,César Azpilicueta,Antonio Rüdiger,Jorginho,Mateo Kovacic,Marcos Alonso,Reece James,Olivier Giroud,Ross Barkley,Mason Mount","Kepa Arrizabalaga,Emerson,Kurt Zouma,Billy Gilmour,Ruben Loftus-Cheek,Willian,Tammy Abraham","Olivier Giroud,Ross Barkley","71,77","Tammy Abraham,Willian","71,77",Andreas Christensen,,"Hugo Lloris,Ben Davies,Jan Vertonghen,Davinson Sánchez,Toby Alderweireld,Japhet Tanganga,Harry Winks,Tanguy Ndombele,Giovani Lo Celso,Lucas Moura,Steven Bergwijn","Paulo Gazzaniga,Serge Aurier,Eric Dier,Erik Lamela,Gedson Fernandes,Dele Alli,Oliver Skipp","Tanguy Ndombele,Steven Bergwijn,Toby Alderweireld","63,78,78","Erik Lamela,Dele Alli,Serge Aurier","63,78,78","Harry Winks,Giovani Lo Celso",
Burnley,Bournemouth,3-0, Turf Moor,http://www.premierleague.com/match/46866,2019/20,"Matej Vydra,Jay Rodriguez,Dwight McNeil","53,61,87",,,"Dwight McNeil,Phil Bardsley","53,87",,,18,33,7,3,9,9,1,1,306,430,42.1,57.9,16,12,0.0,0.0,22,12,503,639,4,3,0.0,0.0,Mike Dean,1582383600000,18227,4-4-2,4-3-3,Ben Mee,Simon Francis,"Nick Pope,Phil Bardsley,Charlie Taylor,Ben Mee,James Tarkowski,Dwight McNeil,Jack Cork,Jeff Hendrick,Ashley Westwood,Matej Vydra,Jay Rodriguez","Joe Hart,Erik Pieters,Kevin Long,Aaron Lennon,Robbie Brady,Josh Brownhill,Jóhann Gudmundsson","Matej Vydra,Dwight McNeil,Jack Cork","82,90,90","Aaron Lennon,Josh Brownhill,Robbie Brady","82,90,90","Phil Bardsley,Ben Mee,Jeff Hendrick,Aaron Lennon",,"Aaron Ramsdale,Adam Smith,Simon Francis,Jack Stacey,Steve Cook,Philip Billing,Andrew Surman,Dan Gosling,Harry Wilson,Joshua King,Callum Wilson","Artur Boruc,Diego Rico,Jack Simpson,Lewis Cook,Junior Stanislas,Ryan Fraser,Dominic Solanke","Dan Gosling,Joshua King,Harry Wilson","70,70,74","Junior Stanislas,Ryan Fraser,Dominic Solanke","70,70,74","Adam Smith,Simon Francis,Steve Cook",
Crystal Palace,Newcastle,1-0, Selhurst Park,http://www.premierleague.com/match/46868,2019/20,Patrick van Aanholt,44,,,,,,,15,15,7,5,15,11,0,3,356,447,44.2,55.8,18,8,0.0,0.0,22,16,585,655,2,6,0,1,Peter Bankes,1582383600000,25486,4-3-3,5-4-1,Gary Cahill,Jamaal Lascelles,"Vicente Guaita,Joel Ward,Gary Cahill,Patrick van Aanholt,Scott Dann,James McArthur,Cheikhou Kouyaté,James McCarthy,Jordan Ayew,Wilfried Zaha,Christian Benteke","Wayne Hennessey,Martin Kelly,Max Meyer,Jairo Riedewald,Andros Townsend,Brandon Pierrick Keutcha,Cenk Tosun","Cheikhou Kouyaté,Christian Benteke","89,89","Cenk Tosun,Jairo Riedewald","89,89","James McArthur,James McCarthy",,"Martin Dubravka,Federico Fernández,Valentino Lazaro,Fabian Schär,Jamaal Lascelles,Danny Rose,Nabil Bentaleb,Sean Longstaff,Miguel Almirón,Allan Saint-Maximin,Joelinton","Karl Darlow,Florian Lejeune,DeAndre Yedlin,Matt Ritchie,Matthew Longstaff,Isaac Hayden,Dwight Gayle","Danny Rose,Miguel Almirón","71,71","Dwight Gayle,Matt Ritchie","71,71","Jamaal Lascelles,Nabil Bentaleb,Sean Longstaff,Miguel Almirón,Joelinton,Matt Ritchie",Valentino Lazaro
Sheffield Utd,Brighton,1-1, Bramall Lane,http://www.premierleague.com/match/46872,2019/20,Enda Stevens,26,Neal Maupay,30,,,Adam Webster,30,7,56,12,2,5,6,3,2,532,285,66.3,33.7,13,9,0.0,0.0,15,15,782,523,0,2,0.0,0.0,Graham Scott,1582383600000,31888,3-5-2,5-3-2,Billy Sharp,Lewis Dunk,"Dean Henderson,John Egan,Jack O'Connell,Chris Basham,Oliver Norwood,John Fleck,Sander Berge,Enda Stevens,George Baldock,Oliver McBurnie,Billy Sharp","Michael Verrips,Phil Jagielka,Panagiotis Retsos,John Lundstram,Ben Osborn,David McGoldrick,Lys Mousset","Enda Stevens,Billy Sharp,Sander Berge","45,74,81","Ben Osborn,David McGoldrick,John Lundstram","45,74,81",,,"Mat Ryan,Shane Duffy,Adam Webster,Ezequiel Schelotto,Dan Burn,Lewis Dunk,Yves Bissouma,Davy Pröpper,Aaron Mooy,Glenn Murray,Neal Maupay","David Button,Bernardo,Leandro Trossard,Solly March,Pascal Groß,Alireza Jahanbakhsh,Aaron Connolly","Ezequiel Schelotto,Glenn Murray,Neal Maupay","75,75,90","Aaron Connolly,Leandro Trossard,Bernardo","75,75,90","Yves Bissouma,Davy Pröpper",
Southampton,Aston Villa,2-0, St. Mary's Stadium,http://www.premierleague.com/match/46873,2019/20,"Shane Long,Stuart Armstrong","8,90",,,"Moussa Djenepo,Che Adams","8,90",,,15,25,9,6,13,17,0,2,341,398,45.9,54.1,28,4,0.0,0.0,17,13,552,607,1,4,0.0,0.0,Craig Pawson,1582383600000,31478,4-4-2,3-4-2-1,Pierre-Emile Højbjerg,Jack Grealish,"Alex McCarthy,James Ward-Prowse,Ryan Bertrand,Jan Bednarek,Jack Stephens,William Smallbone,Pierre-Emile Højbjerg,Moussa Djenepo,Stuart Armstrong,Shane Long,Danny Ings","Angus Gunn,Yan Valery,Jannik Vestergaard,Sofiane Boufal,Oriol Romeu,Michael Obafemi,Che Adams","Danny Ings,Shane Long,William Smallbone","73,73,80","Che Adams,Michael Obafemi,Oriol Romeu","73,73,80",Stuart Armstrong,,"Pepe Reina,Kortney Hause,Tyrone Mings,Ezri Konsa Ngoyo,Douglas Luiz,Marvelous Nakamba,Frederic Guilbert,Matt Targett,Mbwana Samatta,Jack Grealish,Anwar El Ghazi","Ørjan Nyland,Björn Engels,Ahmed El Mohamady,Trézéguet,Conor Hourihane,Daniel Drinkwater,Borja Bastón","Anwar El Ghazi,Ezri Konsa Ngoyo,Marvelous Nakamba","28,59,81","Trézéguet,Conor Hourihane,Borja Bastón","28,59,81","Pepe Reina,Ezri Konsa Ngoyo,Frederic Guilbert,Jack Grealish",
Leicester,Man City,0-1, King Power Stadium,http://www.premierleague.com/match/46869,2019/20,,,Gabriel Jesus,80,,,Riyad Mahrez,80,21,14,3,7,14,10,1,1,311,677,31.9,68.1,10,18,0.0,0.0,14,15,515,871,0.0,0.0,0.0,0.0,Paul Tierney,1582392600000,32068,3-5-2,4-3-3,Kasper Schmeichel,Fernandinho,"Kasper Schmeichel,Çaglar Söyüncü,Jonny Evans,Christian Fuchs,Dennis Praet,James Maddison,Youri Tielemans,Ben Chilwell,Ricardo Pereira,Kelechi Iheanacho,Jamie Vardy","Danny Ward,James Justin,Wes Morgan,Marc Albrighton,Matty James,Harvey Barnes,Ayoze Pérez","Kelechi Iheanacho,Dennis Praet,Christian Fuchs","45,85,90","Harvey Barnes,Matty James,Ayoze Pérez","45,85,90",,,"Ederson,Aymeric Laporte,Fernandinho,Benjamin Mendy,Kyle Walker,Kevin De Bruyne,Rodrigo,Ilkay Gündogan,Sergio Agüero,Bernardo Silva,Riyad Mahrez","Claudio Bravo,João Cancelo,John Stones,Nicolás Otamendi,David Silva,Phil Foden,Gabriel Jesus","Aymeric Laporte,Sergio Agüero","58,77","Nicolás Otamendi,Gabriel Jesus","58,77",,
Man City,West Ham,2-0, Etihad Stadium,http://www.premierleague.com/match/46860,2019/20,"Rodrigo,Kevin De Bruyne","30,62",,,"Kevin De Bruyne,Bernardo Silva","30,62",,,12,36,6,1,5,7,1,3,896,254,77.3,22.7,20,3,0.0,0.0,11,15,1070,433,0,1,0.0,0.0,Kevin Friend,1582140600000,52159,4-3-3,5-3-2,David Silva,Mark Noble,"Ederson,Benjamin Mendy,Nicolás Otamendi,Aymeric Laporte,Kyle Walker,Rodrigo,Kevin De Bruyne,David Silva,Sergio Agüero,Gabriel Jesus,Bernardo Silva","Claudio Bravo,John Stones,João Cancelo,Phil Foden,Fernandinho,Ilkay Gündogan,Riyad Mahrez","Aymeric Laporte,Kevin De Bruyne,David Silva","65,79,85","John Stones,Ilkay Gündogan,Phil Foden","65,79,85",,,"Lukasz Fabianski,Issa Diop,Aaron Cresswell,Arthur Masuaku,Ryan Fredericks,Angelo Ogbonna,Mark Noble,Tomas Soucek,Declan Rice,Robert Snodgrass,Michail Antonio","Darren Randolph,Pablo Zabaleta,Fabián Balbuena,Manuel Lanzini,Felipe Anderson,Sébastien Haller,Jarrod Bowen","Ryan Fredericks,Robert Snodgrass","60,80","Pablo Zabaleta,Jarrod Bowen","60,80",Arthur Masuaku,
Chelsea,Man Utd,0-2, Stamford Bridge,http://www.premierleague.com/match/46858,2019/20,,,"Anthony Martial,Harry Maguire","45,66",,,"Aaron Wan-Bissaka,Bruno Fernandes","45,66",14,27,9,8,11,11,2,0,606,382,61.2,38.8,17,9,0.0,0.0,18,12,799,568,4,3,0.0,0.0,Anthony Taylor,1581969600000,40504,4-3-3,3-4-1-2,César Azpilicueta,Harry Maguire,"Willy Caballero,Reece James,Antonio Rüdiger,Andreas Christensen,César Azpilicueta,Jorginho,N'Golo Kanté,Mateo Kovacic,Willian,Pedro,Michy Batshuayi","Kepa Arrizabalaga,Marcos Alonso,Kurt Zouma,Fikayo Tomori,Ross Barkley,Mason Mount,Olivier Giroud","N'Golo Kanté,Andreas Christensen,Michy Batshuayi","12,45,68","Mason Mount,Kurt Zouma,Olivier Giroud","12,45,68","Antonio Rüdiger,Willian,Pedro,Kurt Zouma",,"David de Gea,Luke Shaw,Harry Maguire,Eric Bailly,Fred,Brandon Williams,Aaron Wan-Bissaka,Nemanja Matic,Anthony Martial,Bruno Fernandes,Daniel James","Sergio Romero,Phil Jones,Diogo Dalot,Juan Mata,Andreas Pereira,Mason Greenwood,Odion Ighalo","Daniel James,Anthony Martial,Bruno Fernandes","80,90,90","Andreas Pereira,Diogo Dalot,Odion Ighalo","80,90,90","Fred,Brandon Williams,Aaron Wan-Bissaka",
Aston Villa,Spurs,2-3, Villa Park,http://www.premierleague.com/match/46856,2019/20,"Toby Alderweireld (og),Björn Engels","9,53","Toby Alderweireld,Son Heung-Min,Son Heung-Min","27,45,90",Jack Grealish,53,Eric Dier,27,18,28,12,7,12,10,0,1,444,386,54.3,45.7,18,23,0.0,0.0,14,24,690,622,2,0,0.0,0.0,Martin Atkinson,1581861600000,41874,3-4-3,4-2-3-1,Jack Grealish,Hugo Lloris,"Pepe Reina,Ezri Konsa Ngoyo,Björn Engels,Kortney Hause,Frederic Guilbert,Douglas Luiz,Matt Targett,Daniel Drinkwater,Jack Grealish,Mbwana Samatta,Anwar El Ghazi","Ørjan Nyland,Ahmed El Mohamady,Neil Taylor,Conor Hourihane,Trézéguet,Marvelous Nakamba,Borja Bastón","Daniel Drinkwater,Anwar El Ghazi,Mbwana Samatta","60,70,83","Marvelous Nakamba,Trézéguet,Borja Bastón","60,70,83","Frederic Guilbert,Marvelous Nakamba",,"Hugo Lloris,Ben Davies,Davinson Sánchez,Toby Alderweireld,Serge Aurier,Lucas Moura,Dele Alli,Eric Dier,Steven Bergwijn,Harry Winks,Son Heung-Min","Paulo Gazzaniga,Jan Vertonghen,Japhet Tanganga,Giovani Lo Celso,Tanguy Ndombele,Gedson Fernandes,Oliver Skipp","Eric Dier,Dele Alli,Steven Bergwijn","60,83,90","Giovani Lo Celso,Gedson Fernandes,Jan Vertonghen","60,83,90",,
Arsenal,Newcastle,4-0, Emirates Stadium,http://www.premierleague.com/match/46855,2019/20,"Pierre-Emerick Aubameyang,Nicolas Pépé,Alexandre Lacazette,Mesut Özil","54,57,90,90",,,"Nicolas Pépé,Bukayo Saka,Alexandre Lacazette,Nicolas Pépé","54,57,90,90",,,15,20,5,6,15,9,1,4,643,295,68.4,31.6,15,10,0.0,0.0,12,18,816,463,2,0,0.0,0.0,Lee Mason,1581870600000,60188,4-2-3-1,5-4-1,Pierre-Emerick Aubameyang,Jamaal Lascelles,"Bernd Leno,Héctor Bellerín,Bukayo Saka,Shkodran Mustafi,David Luiz,Pierre-Emerick Aubameyang,Dani Ceballos,Nicolas Pépé,Granit Xhaka,Mesut Özil,Eddie Nketiah","Emiliano Martínez,Sokratis,Sead Kolasinac,Lucas Torreira,Gabriel Martinelli,Joseph Willock,Alexandre Lacazette","Dani Ceballos,Eddie Nketiah,Mesut Özil","82,85,90","Lucas Torreira,Alexandre Lacazette,Joseph Willock","82,85,90","Bukayo Saka,Granit Xhaka",,"Martin Dubravka,Danny Rose,Jamaal Lascelles,Ciaran Clark,Federico Fernández,Valentino Lazaro,Allan Saint-Maximin,Nabil Bentaleb,Miguel Almirón,Sean Longstaff,Joelinton","Karl Darlow,Florian Lejeune,Fabian Schär,Matthew Longstaff,Christian Atsu,Isaac Hayden,Matt Ritchie","Valentino Lazaro,Federico Fernández,Ciaran Clark","74,75,83","Isaac Hayden,Matt Ritchie,Fabian Schär","74,75,83",,
Southampton,Burnley,1-2, St. Mary's Stadium,http://www.premierleague.com/match/46863,2019/20,Danny Ings,18,"Ashley Westwood,Matej Vydra","2,60",,,Jeff Hendrick,60,9,30,4,3,8,11,1,3,519,296,63.6,36.4,10,9,0.0,0.0,11,18,731,508,2,2,0.0,0.0,Simon Hooper,1581769800000,26302,4-2-2-2,4-4-2,Pierre-Emile Højbjerg,Ben Mee,"Alex McCarthy,Ryan Bertrand,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Stuart Armstrong,Sofiane Boufal,Pierre-Emile Højbjerg,James Ward-Prowse,Danny Ings,Shane Long","Angus Gunn,Jan Bednarek,Moussa Djenepo,Oriol Romeu,William Smallbone,Che Adams,Michael Obafemi","Sofiane Boufal,Kyle Walker-Peters,Shane Long","39,73,86","Moussa Djenepo,Michael Obafemi,Che Adams","39,73,86","Jannik Vestergaard,Michael Obafemi",,"Nick Pope,Phil Bardsley,Ben Mee,James Tarkowski,Charlie Taylor,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jack Cork,Chris Wood,Jay Rodriguez","Joe Hart,Kevin Long,Erik Pieters,Aaron Lennon,Robbie Brady,Josh Brownhill,Matej Vydra",Chris Wood,22,Matej Vydra,22,"Ben Mee,Jeff Hendrick",
Norwich,Liverpool,0-1, Carrow Road,http://www.premierleague.com/match/46861,2019/20,,,Sadio Mané,78,,,Jordan Henderson,78,33,7,2,7,5,11,1,0,373,624,36.7,63.3,5,17,0.0,0.0,17,16,571,801,1,2,0.0,0.0,Stuart Attwell,1581787800000,27110,4-2-3-1,4-3-3,Grant Hanley,Jordan Henderson,"Tim Krul,Grant Hanley,Max Aarons,Sam Byram,Christoph Zimmermann,Todd Cantwell,Ondrej Duda,Lukas Rupp,Alexander Tettey,Kenny McLean,Teemu Pukki","Ralf Fährmann,Ben Godfrey,Jamal Lewis,Onel Hernández,Emiliano Buendía,Mario Vrancic,Josip Drmic","Sam Byram,Lukas Rupp,Alexander Tettey","27,83,84","Jamal Lewis,Emiliano Buendía,Josip Drmic","27,83,84",Grant Hanley,,"Alisson,Trent Alexander-Arnold,Joseph Gomez,Andrew Robertson,Virgil van Dijk,Jordan Henderson,Georginio Wijnaldum,Naby Keita,Alex Oxlade-Chamberlain,Roberto Firmino,Mohamed Salah","Adrián,Dejan Lovren,Adam Lallana,James Milner,Fabinho,Sadio Mané,Divock Origi","Alex Oxlade-Chamberlain,Georginio Wijnaldum,Naby Keita","60,60,84","Fabinho,Sadio Mané,James Milner","60,60,84","Naby Keita,Sadio Mané",
Wolves,Leicester,0-0, Molineux Stadium,http://www.premierleague.com/match/46864,2019/20,,,,,,,,,15,17,7,0,13,10,2,0,328,493,40.8,59.2,15,9,0.0,0.0,18,21,557,698,2,2,0,1,Mike Dean,1581710400000,31682,3-4-2-1,4-1-4-1,Conor Coady,Kasper Schmeichel,"Rui Patrício,Willy Boly,Romain Saïss,Conor Coady,Matt Doherty,Jonny,Leander Dendoncker,Rúben Neves,Diogo Jota,Raúl Jiménez,Pedro Neto","John Ruddy,Oskar Buur,Maximilian Kilman,Daniel Podence,João Moutinho,Morgan Gibbs-White,Adama Traoré","Pedro Neto,Diogo Jota,Rúben Neves","64,78,81","Adama Traoré,Daniel Podence,João Moutinho","64,78,81","Leander Dendoncker,Rúben Neves",,"Kasper Schmeichel,Ricardo Pereira,Ben Chilwell,Çaglar Söyüncü,Jonny Evans,Youri Tielemans,Harvey Barnes,James Maddison,Hamza Choudhury,Ayoze Pérez,Jamie Vardy","Danny Ward,James Justin,Wes Morgan,Dennis Praet,Demarai Gray,Marc Albrighton,Kelechi Iheanacho","Ayoze Pérez,Youri Tielemans,Harvey Barnes","68,75,90","Marc Albrighton,Dennis Praet,Wes Morgan","68,75,90","Ben Chilwell,James Maddison,Hamza Choudhury",
Sheffield Utd,Bournemouth,2-1, Bramall Lane,http://www.premierleague.com/match/46862,2019/20,"Billy Sharp,John Lundstram","45,84",Callum Wilson,13,Lys Mousset,84,,,20,47,8,4,10,8,0,1,449,391,54.3,45.7,16,10,0.0,0.0,17,10,666,613,2,3,0.0,0.0,Jonathan Moss,1581256800000,30361,3-5-2,4-5-1,Billy Sharp,Simon Francis,"Dean Henderson,John Egan,Chris Basham,Jack O'Connell,Oliver Norwood,Sander Berge,George Baldock,Enda Stevens,John Fleck,Oliver McBurnie,Billy Sharp","Michael Verrips,Panagiotis Retsos,Phil Jagielka,John Lundstram,Ben Osborn,David McGoldrick,Lys Mousset","Sander Berge,Billy Sharp","61,74","John Lundstram,Lys Mousset","61,74","Enda Stevens,Lys Mousset",,"Aaron Ramsdale,Nathan Aké,Diego Rico,Simon Francis,Adam Smith,Ryan Fraser,Dan Gosling,Philip Billing,Andrew Surman,Harry Wilson,Callum Wilson","Artur Boruc,Jack Stacey,Steve Cook,Junior Stanislas,Lewis Cook,Dominic Solanke,Joshua King","Harry Wilson,Ryan Fraser,Andrew Surman","72,84,88","Joshua King,Junior Stanislas,Dominic Solanke","72,84,88","Simon Francis,Andrew Surman,Callum Wilson",
Everton,Crystal Palace,3-1, Goodison Park,http://www.premierleague.com/match/46859,2019/20,"Bernard,Richarlison,Dominic Calvert-Lewin","18,58,88",Christian Benteke,51,"Theo Walcott,Dominic Calvert-Lewin","18,58",Wilfried Zaha,51,22,20,4,6,11,12,1,2,358,420,46.6,53.4,14,10,0.0,0.0,20,15,594,642,0,1,0.0,0.0,David Coote,1581165000000,38987,4-4-2,4-1-4-1,Séamus Coleman,Luka Milivojevic,"Jordan Pickford,Lucas Digne,Yerry Mina,Michael Keane,Séamus Coleman,Gylfi Sigurdsson,Theo Walcott,Morgan Schneiderlin,Bernard,Dominic Calvert-Lewin,Richarlison","Maarten Stekelenburg,Djibril Sidibé,Mason Holgate,Leighton Baines,Alex Iwobi,Tom Davies,Moise Kean","Theo Walcott,Bernard,Gylfi Sigurdsson","26,65,86","Djibril Sidibé,Tom Davies,Mason Holgate","26,65,86",,,"Vicente Guaita,James Tomkins,Gary Cahill,Patrick van Aanholt,Joel Ward,James McArthur,Luka Milivojevic,Jordan Ayew,Wilfried Zaha,James McCarthy,Christian Benteke","Wayne Hennessey,Tyrick Mitchell,Scott Dann,Jairo Riedewald,Cheikhou Kouyaté,Max Meyer,Andros Townsend","James Tomkins,James McCarthy,Joel Ward","61,68,79","Scott Dann,Max Meyer,Cheikhou Kouyaté","61,68,79",James McCarthy,
Brighton,Watford,1-1, Amex Stadium,http://www.premierleague.com/match/46857,2019/20,Adrian Mariappa (og),78,Abdoulaye Doucouré,19,,,Etienne Capoue,19,8,28,3,2,9,12,2,2,603,301,67.2,32.8,10,5,0.0,0.0,13,25,797,491,2,2,0.0,0.0,Kevin Friend,1581183000000,30443,4-2-3-1,4-2-3-1,Lewis Dunk,Troy Deeney,"Mat Ryan,Dan Burn,Ezequiel Schelotto,Shane Duffy,Lewis Dunk,Aaron Mooy,Davy Pröpper,Solly March,Leandro Trossard,Pascal Groß,Glenn Murray","David Button,Adam Webster,Bernardo,Alireza Jahanbakhsh,Steven Alzate,Neal Maupay,Aaron Connolly","Dan Burn,Pascal Groß,Ezequiel Schelotto","57,61,73","Neal Maupay,Steven Alzate,Alireza Jahanbakhsh","57,61,73","Ezequiel Schelotto,Solly March",,"Ben Foster,Christian Kabasele,Adrian Mariappa,Adam Masina,Craig Cathcart,Abdoulaye Doucouré,Gerard Deulofeu,Roberto Pereyra,Will Hughes,Etienne Capoue,Troy Deeney","Heurelho Gomes,Craig Dawson,José Holebas,Ignacio Pussetto,Nathaniel Chalobah,Andre Gray,Danny Welbeck","Roberto Pereyra,Gerard Deulofeu","82,86","Ignacio Pussetto,Danny Welbeck","82,86","Adrian Mariappa,Will Hughes",
Burnley,Arsenal,0-0, Turf Moor,http://www.premierleague.com/match/46846,2019/20,,,,,,,,,21,23,5,7,8,11,4,1,324,462,42.7,57.3,15,13,0.0,0.0,20,17,533,658,1,3,0.0,0.0,Chris Kavanagh,1580652000000,21048,4-4-2,4-2-3-1,Ben Mee,Pierre-Emerick Aubameyang,"Nick Pope,Charlie Taylor,Ben Mee,James Tarkowski,Matthew Lowton,Dwight McNeil,Jeff Hendrick,Jack Cork,Ashley Westwood,Jay Rodriguez,Chris Wood","Joe Hart,Phil Bardsley,Kevin Long,Erik Pieters,Robbie Brady,Aaron Lennon,Matej Vydra",,,,,James Tarkowski,,"Bernd Leno,Shkodran Mustafi,David Luiz,Bukayo Saka,Héctor Bellerín,Matteo Guendouzi,Granit Xhaka,Pierre-Emerick Aubameyang,Gabriel Martinelli,Mesut Özil,Alexandre Lacazette","Emiliano Martínez,Sokratis,Joseph Willock,Dani Ceballos,Lucas Torreira,Nicolas Pépé,Eddie Nketiah","Bukayo Saka,Mesut Özil,Alexandre Lacazette","45,63,89","Lucas Torreira,Joseph Willock,Eddie Nketiah","45,63,89","Granit Xhaka,Mesut Özil,Lucas Torreira",
Spurs,Man City,2-0, Tottenham Hotspur Stadium,http://www.premierleague.com/match/46852,2019/20,"Steven Bergwijn,Son Heung-Min","63,71",,,"Lucas Moura,Tanguy Ndombele","63,71",,,29,13,2,6,8,14,2,0,347,692,33.1,66.9,3,19,0.0,0.0,21,15,531,868,2,3,0,1,Mike Dean,1580661000000,61022,4-2-3-1,4-3-3,Hugo Lloris,Fernandinho,"Hugo Lloris,Japhet Tanganga,Davinson Sánchez,Serge Aurier,Toby Alderweireld,Dele Alli,Son Heung-Min,Steven Bergwijn,Giovani Lo Celso,Harry Winks,Lucas Moura","Paulo Gazzaniga,Jan Vertonghen,Erik Lamela,Ryan Sessegnon,Gedson Fernandes,Eric Dier,Tanguy Ndombele","Dele Alli,Steven Bergwijn,Lucas Moura","70,70,84","Erik Lamela,Tanguy Ndombele,Eric Dier","70,70,84","Toby Alderweireld,Giovani Lo Celso",,"Ederson,Nicolás Otamendi,Fernandinho,Kyle Walker,Oleksandr Zinchenko,Kevin De Bruyne,Rodrigo,Ilkay Gündogan,Riyad Mahrez,Raheem Sterling,Sergio Agüero","Claudio Bravo,João Cancelo,Eric García,Bernardo Silva,David Silva,Phil Foden,Gabriel Jesus","Sergio Agüero,Riyad Mahrez,Raheem Sterling","64,72,84","João Cancelo,Gabriel Jesus,Bernardo Silva","64,72,84","Kyle Walker,Oleksandr Zinchenko,Rodrigo,Raheem Sterling",
